start_s,end_s,left,top,right,bottom
2.9029,9.5095,0.5461270809173584,0.6313906908035278,0.7584863305091858,0.9915342926979065
12.4124,12.7127,0.6635433435440063,0.7831949591636658,0.8533617258071899,0.9982254505157471
12.5125,31.1311,0.5895859003067017,0.6365829110145569,0.8071482181549072,0.9963341355323792
34.1341,43.1431,0.7808843851089478,0.6331809163093567,0.987114667892456,0.9967020750045776
34.1341,43.9439,0.4831297993659973,0.7311116456985474,0.6657021641731262,0.9925013780593872
47.7477,53.1531,0.778863787651062,0.7538772821426392,0.937782883644104,0.9932337999343872
53.1531,55.7557,0.518419623374939,0.15535980463027954,0.5998058319091797,0.6155481338500977
57.9579,74.7747,0.7664898633956909,0.7515982985496521,0.9259040355682373,0.9948772192001343
