start_s,end_s,left,top,right,bottom
1.333333,6.833333,0.6722005605697632,0.9003674983978271,0.7487531900405884,0.9977692365646362
27.333333,28.166666,0.7763721346855164,0.02986752986907959,0.8458940386772156,0.205260768532753
27.333333,28.5,0.7994722127914429,0.018606338649988174,0.836944043636322,0.1584939956665039
40.666666,45.333333,0.004910503979772329,0.10472261160612106,0.06990151852369308,0.27258631587028503
47.333333,48.5,0.7856271266937256,0.023551229387521744,0.8307334780693054,0.14521673321723938
